,Time,Length,Is_malicious
11895,1624239943.6777391,66,1
11896,1624239943.690457,192,1
11897,1624239943.8210373,308,1
11898,1624239943.8211737,66,1
11899,1624239943.8229132,544,1
11900,1624239943.9530387,326,1
11901,1624239943.9531367,66,1
11902,1624239943.9532611,126,1
11903,1624239943.953282,66,1
11904,1624239943.954285,119,1
11905,1624239943.954323,66,1
11906,1624239943.9547484,118,1
11907,1624239943.9547825,66,1
11908,1624239943.9560869,1514,1
11909,1624239943.956132,66,1
11910,1624239943.9563897,997,1
11911,1624239943.9564288,66,1
11912,1624239943.9564443,97,1
11913,1624239943.9564624,66,1
11914,1624239943.9564717,66,1
11915,1624239943.9571493,66,1
11916,1624239943.9913344,74,1
11917,1624239944.0861478,66,1
11918,1624239944.1208537,74,1
11919,1624239944.1210065,66,1
11920,1624239944.1222868,583,1
11921,1624239944.2520697,66,1
11922,1624239944.2523193,203,1
11923,1624239944.2523448,66,1
11924,1624239944.2527497,117,1
11925,1624239944.2531757,763,1
11926,1624239944.383316,66,1
11927,1624239944.383799,250,1
11928,1624239944.3838625,66,1
11929,1624239944.38475,111,1
11930,1624239944.384826,66,1
11931,1624239944.3852365,101,1
11932,1624239944.3852808,66,1
11933,1624239944.3854597,101,1
11934,1624239944.3854876,66,1
11935,1624239944.3856368,117,1
11936,1624239944.3856552,66,1
11937,1624239944.385666,102,1
11938,1624239944.3856764,66,1
11939,1624239944.3859513,269,1
11940,1624239944.385972,66,1
11941,1624239944.3859828,144,1
11942,1624239944.385995,66,1
11943,1624239944.3860044,155,1
11944,1624239944.3860192,66,1
11945,1624239944.3861043,130,1
11946,1624239944.3861187,66,1
11947,1624239944.5129335,1514,1
11948,1624239944.512978,66,1
11949,1624239944.513376,1514,1
11950,1624239944.513408,66,1
11951,1624239944.51462,83,1
11952,1624239944.5148015,66,1
11953,1624239944.5191953,74,1
11954,1624239944.6441808,66,1
11955,1624239944.6513035,74,1
11956,1624239944.651349,66,1
11957,1624239944.651844,583,1
11958,1624239944.7816823,66,1
11959,1624239944.7821128,203,1
11960,1624239944.7821374,66,1
11961,1624239944.782568,117,1
11962,1624239944.7829802,643,1
11963,1624239944.9122872,66,1
11964,1624239944.9159944,283,1
11965,1624239944.9160473,66,1
11966,1624239944.9167044,1514,1
11967,1624239944.916748,66,1
11968,1624239944.9183629,1514,1
11969,1624239944.9184167,66,1
11970,1624239944.9186907,783,1
11971,1624239944.918726,66,1
11972,1624239944.9204917,1514,1
11973,1624239944.9205484,66,1
11974,1624239944.9205682,1514,1
11975,1624239944.9205909,66,1
11976,1624239944.920601,1514,1
11977,1624239944.9206145,66,1
11978,1624239944.920624,1514,1
11979,1624239944.9206376,66,1
11980,1624239944.9206471,1514,1
11981,1624239944.9206665,66,1
11982,1624239944.9206762,1514,1
11983,1624239944.9206903,66,1
11984,1624239945.04667,1514,1
11985,1624239945.046715,66,1
11986,1624239945.0478263,1514,1
11987,1624239945.0478444,66,1
11988,1624239945.0489697,1514,1
11989,1624239945.0489852,66,1
11990,1624239945.0503225,1514,1
11991,1624239945.0503407,1514,1
11992,1624239945.0503774,66,1
11993,1624239945.0507624,1514,1
11994,1624239945.0521796,1514,1
11995,1624239945.05222,66,1
11996,1624239945.0522401,1514,1
11997,1624239945.0522556,1514,1
11998,1624239945.0523033,66,1
11999,1624239945.0526435,1514,1
12000,1624239945.055667,1514,1
12001,1624239945.055762,66,1
12002,1624239945.0583937,1514,1
12003,1624239945.05846,1514,1
12004,1624239945.0584764,1514,1
12005,1624239945.058492,1514,1
12006,1624239945.058504,1514,1
12007,1624239945.0585167,1514,1
12008,1624239945.0585284,1514,1
12009,1624239945.0585415,1514,1
12010,1624239945.0585556,1514,1
12011,1624239945.058599,66,1
12012,1624239945.0589938,66,1
12013,1624239945.1757913,1514,1
12014,1624239945.1761727,1514,1
12015,1624239945.1762123,66,1
12016,1624239945.1768804,1514,1
12017,1624239945.1777563,1514,1
12018,1624239945.1777723,66,1
12019,1624239945.1782422,1514,1
12020,1624239945.1782613,66,1
12021,1624239945.1796136,1514,1
12022,1624239945.179654,66,1
12023,1624239945.1801193,1514,1
12024,1624239945.1801372,66,1
12025,1624239945.1815207,1514,1
12026,1624239945.1815364,66,1
12027,1624239945.1833155,1514,1
12028,1624239945.1833305,66,1
12029,1624239945.183345,1514,1
12030,1624239945.1833642,66,1
12031,1624239945.1833737,1514,1
12032,1624239945.1833868,66,1
12033,1624239945.1837711,1514,1
12034,1624239945.183786,66,1
12035,1624239945.1850317,1514,1
12036,1624239945.185047,66,1
12037,1624239945.1861377,1514,1
12038,1624239945.186166,66,1
12039,1624239945.186184,1514,1
12040,1624239945.1861973,66,1
12041,1624239945.1862073,1514,1
12042,1624239945.1862185,1514,1
12043,1624239945.1862335,66,1
12044,1624239945.1862493,66,1
12045,1624239945.186673,1514,1
12046,1624239945.1867075,66,1
12047,1624239945.1881588,1514,1
12048,1624239945.188209,66,1
12049,1624239945.188236,1514,1
12050,1624239945.1882522,66,1
12051,1624239945.1888425,1514,1
12052,1624239945.1888852,66,1
12053,1624239945.1889105,1514,1
12054,1624239945.1889265,66,1
12055,1624239945.189105,1514,1
12056,1624239945.1891363,66,1
12057,1624239945.1905744,1514,1
12058,1624239945.190617,66,1
12059,1624239945.1922517,1514,1
12060,1624239945.192299,66,1
12061,1624239945.192318,1514,1
12062,1624239945.1923325,66,1
12063,1624239945.1923437,1514,1
12064,1624239945.1923573,66,1
12065,1624239945.1923664,1514,1
12066,1624239945.19238,66,1
12067,1624239945.1923892,1514,1
12068,1624239945.1924007,1514,1
12069,1624239945.192421,66,1
12070,1624239945.1931293,1514,1
12071,1624239945.1931589,66,1
12072,1624239945.193179,1514,1
12073,1624239945.193195,66,1
12074,1624239945.1932125,1514,1
12075,1624239945.1932263,66,1
12076,1624239945.193946,1514,1
12077,1624239945.1939883,66,1
12078,1624239945.1951952,1514,1
12079,1624239945.1952116,66,1
12080,1624239945.1957936,1514,1
12081,1624239945.195812,66,1
12082,1624239945.1958268,1514,1
12083,1624239945.19584,66,1
12084,1624239945.1968963,1514,1
12085,1624239945.196911,66,1
12086,1624239945.1969252,1514,1
12087,1624239945.1969378,66,1
12088,1624239945.196947,1514,1
12089,1624239945.1969595,66,1
12090,1624239945.3055742,795,1
12091,1624239945.3056178,66,1
12092,1624239948.6200776,66,1
12093,1624239948.6204479,66,1
12094,1624239948.620762,66,1
12095,1624239948.620802,66,1
12096,1624239948.620851,78,1
12097,1624239948.623292,66,1
12098,1624239948.6233284,78,1
12099,1624239948.6272755,66,1
12100,1624239948.6273105,78,1
12101,1624239950.0024035,66,1
12102,1624239950.002566,66,1
12103,1624239950.0026472,66,1
12104,1624239950.003306,999,1
12105,1624239950.031352,66,1
12106,1624239950.0316064,66,1
12107,1624239950.03198,66,1
12108,1624239950.1694598,332,1
12109,1624239950.1695547,66,1
12110,1624239950.1704004,1514,1
12111,1624239950.1704884,66,1
12112,1624239950.17138,1514,1
12113,1624239950.171455,66,1
12114,1624239950.1718483,783,1
12115,1624239950.1718965,66,1
12116,1624239950.1719224,1514,1
12117,1624239950.1719463,66,1
12118,1624239950.172399,1514,1
12119,1624239950.1724563,66,1
12120,1624239950.174196,1514,1
12121,1624239950.1742835,66,1
12122,1624239950.1743245,1514,1
12123,1624239950.1743562,66,1
12124,1624239950.1743786,1514,1
12125,1624239950.1744056,66,1
12126,1624239950.174425,1514,1
12127,1624239950.1744704,66,1
12128,1624239950.1958847,42,1
12129,1624239950.195946,42,1
12130,1624239950.299166,1514,1
12131,1624239950.2992108,66,1
12132,1624239950.31189,1514,1
12133,1624239950.311933,66,1
12134,1624239950.3146548,1514,1
12135,1624239950.3146932,66,1
12136,1624239950.3150883,1514,1
12137,1624239950.315116,66,1
12138,1624239950.3165772,1514,1
12139,1624239950.3166132,66,1
12140,1624239950.3173652,1514,1
12141,1624239950.3173816,66,1
12142,1624239950.3173966,1514,1
12143,1624239950.317411,66,1
12144,1624239950.3174207,1514,1
12145,1624239950.3174343,66,1
12146,1624239950.31851,1514,1
12147,1624239950.318545,66,1
12148,1624239950.318565,1514,1
12149,1624239950.318578,66,1
12150,1624239950.3185875,1514,1
12151,1624239950.3186,66,1
12152,1624239950.3186097,1514,1
12153,1624239950.3186212,1514,1
12154,1624239950.3186367,66,1
12155,1624239950.3186553,66,1
12156,1624239950.319562,1514,1
12157,1624239950.319598,66,1
12158,1624239950.3196187,1514,1
12159,1624239950.319633,66,1
12160,1624239950.319644,1514,1
12161,1624239950.3196564,66,1
12162,1624239950.319666,1514,1
12163,1624239950.3196778,1514,1
12164,1624239950.3196957,66,1
12165,1624239950.3203025,1514,1
12166,1624239950.32033,66,1
12167,1624239950.320348,1514,1
12168,1624239950.320362,66,1
12169,1624239950.4427009,1514,1
12170,1624239950.4427595,66,1
12171,1624239950.4458725,1514,1
12172,1624239950.4459064,66,1
12173,1624239950.446607,1514,1
12174,1624239950.446623,66,1
12175,1624239950.4470716,1514,1
12176,1624239950.4470868,66,1
12177,1624239950.4482143,1514,1
12178,1624239950.4482293,66,1
12179,1624239950.4494135,1514,1
12180,1624239950.449428,66,1
12181,1624239950.4494429,1514,1
12182,1624239950.449461,66,1
12183,1624239950.4494703,1514,1
12184,1624239950.449483,66,1
12185,1624239950.4499512,1514,1
12186,1624239950.4499662,66,1
12187,1624239950.4511738,1514,1
12188,1624239950.4512067,66,1
12189,1624239950.4525652,1514,1
12190,1624239950.4525993,66,1
12191,1624239950.452618,1514,1
12192,1624239950.452632,66,1
12193,1624239950.452643,1514,1
12194,1624239950.4526558,66,1
12195,1624239950.4526656,1514,1
12196,1624239950.4526775,66,1
12197,1624239950.4526873,1514,1
12198,1624239950.4527144,66,1
12199,1624239950.4534984,1514,1
12200,1624239950.4535143,66,1
12201,1624239950.453529,1514,1
12202,1624239950.453542,66,1
12203,1624239950.4535515,1514,1
12204,1624239950.4535635,1514,1
12205,1624239950.4535728,66,1
12206,1624239950.4535878,66,1
12207,1624239950.454265,1514,1
12208,1624239950.4542973,66,1
12209,1624239950.4557748,1514,1
12210,1624239950.4558172,66,1
12211,1624239950.4563324,1514,1
12212,1624239950.4563608,66,1
12213,1624239950.4563794,1514,1
12214,1624239950.4563951,66,1
12215,1624239950.4575012,1514,1
12216,1624239950.4575217,66,1
12217,1624239950.4575367,1514,1
12218,1624239950.4575503,66,1
12219,1624239950.4575603,1514,1
12220,1624239950.4575715,1514,1
12222,1624239950.457582,1514,1
12221,1624239950.4575825,66,1
12223,1624239950.4575996,66,1
12224,1624239950.4585,1514,1
12225,1624239950.4585304,66,1
12226,1624239950.4585507,1514,1
12227,1624239950.4585657,66,1
12228,1624239950.4585752,1514,1
12229,1624239950.4585874,66,1
12230,1624239950.4585967,1514,1
12231,1624239950.4586077,1514,1
12232,1624239950.4586196,66,1
12233,1624239950.4586341,66,1
12234,1624239950.4594853,1514,1
12235,1624239950.4595208,66,1
12236,1624239950.45954,1514,1
12237,1624239950.459553,66,1
12238,1624239950.459564,1514,1
12239,1624239950.459576,66,1
12240,1624239950.459587,1514,1
12241,1624239950.4596,66,1
12242,1624239950.4596095,1514,1
12243,1624239950.4596462,66,1
12244,1624239950.4601252,1514,1
12245,1624239950.4601657,66,1
12246,1624239950.4625056,1514,1
12247,1624239950.4625418,66,1
12248,1624239950.5719278,1514,1
12249,1624239950.5719705,66,1
12250,1624239950.57331,1514,1
12251,1624239950.5733292,66,1
12252,1624239950.57533,1514,1
12253,1624239950.5753465,66,1
12254,1624239950.5758224,1514,1
12255,1624239950.576862,1514,1
12256,1624239950.5768988,66,1
12257,1624239950.577361,1514,1
12258,1624239950.5781589,1514,1
12259,1624239950.5781825,66,1
12260,1624239950.5793507,1514,1
12261,1624239950.579368,1514,1
12262,1624239950.579406,66,1
12263,1624239950.579744,1514,1
12264,1624239950.580202,1514,1
12265,1624239950.5802174,66,1
12266,1624239950.5802329,1514,1
12267,1624239950.5817354,1514,1
12268,1624239950.5817504,66,1
12269,1624239950.5817647,1514,1
12270,1624239950.5817792,1514,1
12271,1624239950.5821836,66,1
12272,1624239950.5823555,1514,1
12273,1624239950.5823755,1514,1
12274,1624239950.5823903,1514,1
12275,1624239950.5824428,66,1
12276,1624239950.5842032,1514,1
12277,1624239950.5849257,1514,1
12278,1624239950.5849848,66,1
12279,1624239950.5865755,1514,1
12280,1624239950.5865953,1514,1
12281,1624239950.586609,1514,1
12282,1624239950.5866206,1514,1
12283,1624239950.586632,1514,1
12284,1624239950.5866385,66,1
12285,1624239950.5866432,1514,1
12286,1624239950.5866947,66,1
12287,1624239950.5873723,1514,1
12288,1624239950.587398,1514,1
12289,1624239950.5874133,1514,1
12290,1624239950.5874252,1514,1
12291,1624239950.5874593,66,1
12292,1624239950.5941818,1514,1
12293,1624239950.5942163,66,1
12294,1624239950.5957932,1514,1
12295,1624239950.5958147,1514,1
12296,1624239950.5958283,1514,1
12297,1624239950.59584,1514,1
12298,1624239950.5958583,66,1
12299,1624239950.6025138,1514,1
12300,1624239950.6025653,66,1
12301,1624239950.6037962,1514,1
12302,1624239950.6038363,1514,1
12303,1624239950.6038525,1514,1
12304,1624239950.6038654,1514,1
12305,1624239950.6038773,1514,1
12306,1624239950.6038897,1514,1
12307,1624239950.6039016,1514,1
12308,1624239950.6039124,1514,1
12309,1624239950.6039236,1514,1
12310,1624239950.6039298,66,1
12311,1624239950.6039345,1514,1
12312,1624239950.6044104,66,1
12313,1624239950.6051683,1514,1
12314,1624239950.605212,1514,1
12315,1624239950.6052265,1514,1
12316,1624239950.6052392,1514,1
12317,1624239950.6052752,1514,1
12318,1624239950.605278,1514,1
12319,1624239950.6052804,1514,1
12320,1624239950.6052833,1514,1
12321,1624239950.605286,1514,1
12322,1624239950.6052885,1514,1
12323,1624239950.605416,66,1
12324,1624239950.6064756,1514,1
12325,1624239950.6065147,1514,1
12326,1624239950.60653,1514,1
12327,1624239950.6065428,1514,1
12328,1624239950.6065557,1514,1
12329,1624239950.6065693,1514,1
12330,1624239950.606582,1514,1
12331,1624239950.606596,1514,1
12332,1624239950.6066086,1514,1
12333,1624239950.6066213,1514,1
12334,1624239950.606869,66,1
12335,1624239950.608168,1514,1
12336,1624239950.608212,1514,1
12337,1624239950.6082275,1514,1
12338,1624239950.608241,1514,1
12339,1624239950.6082532,1514,1
12340,1624239950.6083212,66,1
12341,1624239950.6088758,1514,1
12342,1624239950.608931,1514,1
12343,1624239950.6089466,1514,1
12344,1624239950.60896,1514,1
12345,1624239950.6089723,1514,1
12346,1624239950.6091673,66,1
12347,1624239950.6096432,1514,1
12348,1624239950.609682,1514,1
12349,1624239950.609698,1514,1
12350,1624239950.6097107,1514,1
12351,1624239950.6097996,66,1
12352,1624239950.7013044,1514,1
12353,1624239950.7024796,1514,1
12354,1624239950.70254,66,1
12355,1624239950.7030635,1514,1
12356,1624239950.7042356,1514,1
12357,1624239950.7043307,66,1
12358,1624239950.7049313,1514,1
12359,1624239950.706064,1514,1
12360,1624239950.706126,66,1
12361,1624239950.7071805,1514,1
12362,1624239950.7079837,1514,1
12363,1624239950.7080297,66,1
12364,1624239950.709418,1514,1
12365,1624239950.7094343,1514,1
12366,1624239950.7094507,1514,1
12367,1624239950.709469,66,1
12368,1624239950.710004,1514,1
12369,1624239950.7100215,66,1
12370,1624239950.7118447,1514,1
12371,1624239950.7118611,1514,1
12372,1624239950.7118747,1514,1
12373,1624239950.7118964,66,1
12374,1624239950.712175,1514,1
12375,1624239950.7121897,1514,1
12376,1624239950.7123003,66,1
12377,1624239950.7137525,1514,1
12378,1624239950.7137887,1514,1
12379,1624239950.7138035,1514,1
12380,1624239950.713816,1514,1
12381,1624239950.7138271,1514,1
12382,1624239950.713863,66,1
12383,1624239950.714234,1514,1
12384,1624239950.714258,66,1
12385,1624239950.7149165,1514,1
12386,1624239950.716548,1514,1
12387,1624239950.7165673,66,1
12388,1624239950.716584,1514,1
12389,1624239950.7165997,1514,1
12390,1624239950.716611,1514,1
12391,1624239950.7166216,1514,1
12392,1624239950.716633,1514,1
12393,1624239950.7170117,66,1
12394,1624239950.7173595,1514,1
12395,1624239950.7173867,1514,1
12396,1624239950.7174103,1514,1
12397,1624239950.717424,1514,1
12398,1624239950.7176113,1514,1
12399,1624239950.7176745,66,1
12400,1624239950.7182696,1514,1
12401,1624239950.7217915,1514,1
12402,1624239950.7219105,66,1
12403,1624239950.722432,1514,1
12404,1624239950.722451,66,1
12405,1624239950.723595,1514,1
12406,1624239950.7236106,66,1
12407,1624239950.724167,1514,1
12408,1624239950.724183,66,1
12409,1624239950.7241976,1514,1
12410,1624239950.7242117,66,1
12411,1624239950.7285142,1514,1
12412,1624239950.7285304,66,1
12413,1624239950.7297044,1514,1
12414,1624239950.7297225,66,1
12415,1624239950.7297378,1514,1
12416,1624239950.729752,66,1
12417,1624239950.7297616,1514,1
12418,1624239950.7297735,1514,1
12419,1624239950.7297795,66,1
12420,1624239950.7297838,1514,1
12421,1624239950.7297938,66,1
12422,1624239950.729794,1514,1
12424,1624239950.7298052,1514,1
12423,1624239950.7298076,66,1
12425,1624239950.7298155,1514,1
12426,1624239950.7298205,66,1
12427,1624239950.729826,1514,1
12428,1624239950.729834,66,1
12429,1624239950.7298374,1514,1
12430,1624239950.7298527,66,1
12431,1624239950.7298658,66,1
12432,1624239950.7303107,1514,1
12433,1624239950.7303295,66,1
12434,1624239950.7303414,1514,1
12435,1624239950.7303548,66,1
12436,1624239950.7303655,1514,1
12437,1624239950.7303777,66,1
12438,1624239950.7303884,1514,1
12439,1624239950.7304008,66,1
12440,1624239950.730579,1514,1
12441,1624239950.7305968,66,1
12442,1624239950.7325664,1514,1
12443,1624239950.7326093,66,1
12444,1624239950.7336125,1514,1
12445,1624239950.733632,66,1
12446,1624239950.7336464,1514,1
12447,1624239950.7336605,66,1
12448,1624239950.7336702,1514,1
12449,1624239950.7336817,1514,1
12450,1624239950.7336888,66,1
12451,1624239950.7336922,1514,1
12453,1624239950.733703,1514,1
12452,1624239950.7337046,66,1
12454,1624239950.7337136,1514,1
12455,1624239950.7337172,66,1
12456,1624239950.7337244,1514,1
12457,1624239950.7337298,66,1
12458,1624239950.7337348,1514,1
12459,1624239950.733742,66,1
12460,1624239950.7337453,1514,1
12461,1624239950.7337556,66,1
12462,1624239950.733769,66,1
12463,1624239950.7388608,1514,1
12464,1624239950.7389033,66,1
12465,1624239950.7450747,1514,1
12466,1624239950.7450922,66,1
12467,1624239950.7569332,1514,1
12468,1624239950.7569761,66,1
12469,1624239950.7587905,1514,1
12470,1624239950.7588072,66,1
12471,1624239950.7588224,1514,1
12472,1624239950.7588358,66,1
12473,1624239950.7588453,1514,1
12474,1624239950.7588575,1514,1
12475,1624239950.7588642,66,1
12476,1624239950.758868,1514,1
12478,1624239950.7588785,1514,1
12477,1624239950.7588797,66,1
12480,1624239950.7588904,1514,1
12479,1624239950.758893,66,1
12481,1624239950.758901,1514,1
12482,1624239950.758906,66,1
12483,1624239950.7589111,1514,1
12484,1624239950.7589183,66,1
12485,1624239950.7589216,1514,1
12486,1624239950.7589312,66,1
12487,1624239950.758943,66,1
12488,1624239950.7599137,1514,1
12489,1624239950.7599523,66,1
12490,1624239950.7599688,1514,1
12491,1624239950.7599828,66,1
12492,1624239950.7599928,1514,1
12493,1624239950.7600048,1514,1
12494,1624239950.760016,1514,1
12495,1624239950.7600212,66,1
12496,1624239950.7600276,1514,1
12497,1624239950.7600365,66,1
12498,1624239950.760038,1514,1
12500,1624239950.7600486,1514,1
12499,1624239950.7600489,66,1
12502,1624239950.76006,1514,1
12501,1624239950.7600613,66,1
12503,1624239950.7600708,1514,1
12504,1624239950.7600749,66,1
12505,1624239950.7600884,66,1
12506,1624239950.760683,1514,1
12507,1624239950.7607207,66,1
12508,1624239950.7607374,1514,1
12509,1624239950.7607515,66,1
12510,1624239950.7607615,1514,1
12511,1624239950.7607737,66,1
12512,1624239950.7607837,1514,1
12513,1624239950.7607949,1514,1
12514,1624239950.7608051,66,1
12515,1624239950.7608051,636,1
12516,1624239950.7608285,66,1
12517,1624239950.7619915,66,1
12518,1624239950.8062155,74,1
12519,1624239950.8906777,66,1
12520,1624239950.9359355,74,1
12521,1624239950.9360082,66,1
12522,1624239950.936461,583,1
12523,1624239951.066497,66,1
12524,1624239951.0666907,203,1
12525,1624239951.0667326,66,1
12526,1624239951.0711677,117,1
12527,1624239951.0721624,727,1
12528,1624239951.2051263,66,1
12529,1624239951.20566,224,1
12530,1624239951.2057388,66,1
12531,1624239951.21569,187,1
12532,1624239951.21612,138,1
12533,1624239951.3455112,66,1
12534,1624239951.3487802,153,1
12535,1624239951.348839,66,1
12536,1624239951.3499317,437,1
12537,1624239951.350026,66,1
12538,1624239951.8353117,66,1
12539,1624239951.8372786,66,1
12540,1624239971.675276,66,1
12541,1624239971.6753051,66,1
12542,1624239971.6753225,66,1
12543,1624239971.685354,66,1
12544,1624239971.6854484,66,1
12545,1624239971.7008183,66,1
12546,1624239975.63738,74,1
12547,1624239975.637425,66,1
12548,1624239981.9153168,66,1
12549,1624239981.9250083,66,1
12550,1624239981.9253075,66,1
12551,1624239981.927048,66,1
12552,1624239988.1046145,437,1
12553,1624239988.1046643,66,1
12554,1624239988.220409,437,1
12555,1624239988.220454,78,1
12556,1624239992.1553326,66,1
12557,1624239992.1553957,66,1
12558,1624239992.158476,66,1
12559,1624239992.1864824,66,1
12560,1624239996.4520175,209,1
12561,1624239996.4576795,66,1
12562,1624239996.465266,66,1
12563,1624239997.27534,66,1
12564,1624239997.2773328,66,1
12565,1624239997.4568362,209,1
12566,1624239998.4579773,209,1
12567,1624239999.4588926,209,1
60722,1624240000.0,74,1
12568,1624240000.6965568,42,1
12569,1624240000.6966004,42,1
12570,1624240017.7552743,66,1
12571,1624240017.7553031,66,1
12572,1624240017.7553167,66,1
12573,1624240017.7650816,66,1
12574,1624240017.7651756,66,1
12575,1624240017.7804706,66,1
12576,1624240027.9952796,66,1
12577,1624240027.9953449,66,1
12578,1624240028.0019999,66,1
12579,1624240028.0053363,66,1
12580,1624240033.0352676,42,1
12581,1624240033.0407643,42,1
12582,1624240033.7552743,66,1
12583,1624240038.2353387,66,1
12584,1624240038.2412202,437,1
12585,1624240038.2413368,66,1
12586,1624240038.2417183,437,1
12587,1624240038.241776,78,1
12588,1624240038.2475808,66,1
12589,1624240041.515276,66,1
12590,1624240041.5524163,66,1
12591,1624240043.355347,66,1
12592,1624240043.3573809,66,1
12593,1624240048.3672223,42,1
12594,1624240048.3672588,42,1
12595,1624240063.8352766,66,1
12596,1624240063.835308,66,1
12597,1624240063.835324,66,1
12598,1624240063.842176,66,1
12599,1624240063.8460531,66,1
12600,1624240063.8607326,66,1
12601,1624240074.0753565,66,1
12602,1624240074.0754063,66,1
12603,1624240074.082132,66,1
12604,1624240074.0856059,66,1
12605,1624240079.1153185,42,1
12606,1624240079.121169,42,1
12607,1624240083.275287,66,1
12608,1624240083.407941,66,1
12609,1624240084.315279,66,1
