1659040268.655767000,1434
1659040268.655767000,627
1659040268.655832000,54
1659040268.658719000,1688
1659040268.900025000,66
1659040268.970594000,1243
1659040268.978195000,60
1659040268.978195000,60
1659040269.010606000,1197
1659040269.012810000,812
1659040269.035197000,66
1659040269.037943000,66
1659040269.038069000,54
1659040269.038224000,54
1659040269.041126000,60
1659040269.041219000,54
1659040269.283863000,60
1659040269.329030000,60
1659040269.331004000,1161
1659040269.334720000,1615
1659040269.448183000,190
1659040269.452721000,190
1659040269.631660000,684
1659040269.631713000,54
1659040269.640810000,1939
1659040269.652635000,60
1659040269.652635000,60
1659040269.706491000,1434
1659040269.706491000,649
1659040269.706570000,54
1659040269.709055000,1628
1659040269.960570000,60
1659040269.960570000,60
1659040270.028789000,60
1659040270.028789000,60
1659040270.038801000,1045
1659040270.113651000,1289
1659040270.165733000,54
1659040270.179497000,1003
1659040270.225557000,54
1659040270.310442000,60
1659040270.959360000,1344
1659040271.008578000,54
1659040271.038798000,66
1659040271.043106000,66
1659040271.043162000,54
1659040271.043332000,54
1659040271.045387000,66
1659040271.045409000,66
1659040271.047756000,60
1659040271.047792000,54
1659040271.222966000,3047
1659040271.224890000,1632
1659040271.495839000,60
1659040271.496048000,60
1659040271.497754000,60
1659040271.699890000,1434
1659040271.699890000,1434
1659040271.699983000,54
1659040271.700127000,1434
1659040271.700127000,502
1659040271.700182000,54
1659040271.712936000,1413
1659040271.714961000,1225
1659040271.732057000,1434
1659040271.732057000,280
1659040271.732162000,54
1659040271.735044000,1320
1659040271.806433000,88
1659040271.829157000,1434
1659040271.829157000,447
1659040271.829222000,54
1659040271.842716000,88
1659040272.006777000,60
1659040272.023447000,1367
1659040272.030737000,1434
1659040272.030778000,60
1659040272.033072000,60
1659040272.076587000,54
1659040272.160903000,1367
1659040272.272788000,3316
1659040272.286820000,1003
1659040272.348401000,66
1659040272.431737000,60
1659040272.550415000,60
1659040272.550415000,60
1659040272.557541000,60
1659040273.005380000,740
1659040273.036170000,66
1659040273.039975000,66
1659040273.040024000,54
1659040273.040211000,54
1659040273.043910000,60
1659040273.043910000,60
1659040273.043945000,54
1659040273.200679000,1026
1659040273.203724000,1684
1659040273.240983000,1147
1659040273.241070000,54
1659040273.243591000,740
1659040273.277236000,60
1659040273.351698000,74
1659040273.374322000,80
1659040273.417360000,67
1659040273.514226000,60
1659040273.518689000,1434
1659040273.521820000,60
1659040273.521820000,60
1659040273.776580000,1434
1659040273.776580000,1434
1659040273.776712000,54
1659040273.781385000,1434
1659040273.781385000,944
1659040273.781491000,54
1659040273.786450000,1367
1659040273.786791000,1632
1659040273.820407000,754
1659040273.836474000,66
1659040273.864144000,54
1659040274.038802000,1349
1659040274.057681000,60
1659040274.057681000,60
1659040274.089589000,54
1659040274.090692000,1434
1659040274.090692000,1434
1659040274.090783000,54
1659040274.103248000,1434
1659040274.103248000,377
1659040274.103314000,54
1659040274.166240000,815
1659040274.167180000,1187
1659040274.167893000,1842
1659040274.330982000,1166
1659040274.334370000,1051
1659040274.467887000,1434
1659040274.482794000,1434
1659040274.483868000,60
1659040274.483868000,60
1659040274.484134000,1426
1659040274.484188000,54
1659040274.485779000,1401
1659040274.485779000,60
1659040274.485779000,60
1659040274.501112000,1401
1659040274.505214000,946
1659040274.606067000,60
1659040274.740665000,66
1659040274.778192000,60
1659040274.802981000,66
1659040274.820412000,60
1659040274.882180000,1434
1659040274.882180000,200
1659040274.882273000,54
1659040274.982621000,1367
1659040275.024435000,54
1659040275.039630000,66
1659040275.041969000,66
1659040275.042017000,54
1659040275.042297000,54
1659040275.044902000,60
1659040275.044938000,54
1659040275.060583000,702
1659040275.064296000,635
1659040275.064475000,740
1659040275.127454000,62
1659040275.159835000,74
1659040275.300352000,172
1659040275.310015000,188
1659040275.310193000,2502
1659040275.335557000,60
1659040275.378160000,60
1659040275.380402000,1026
1659040275.382095000,60
1659040275.383215000,872
1659040275.456461000,60
1659040275.456768000,60
1659040275.456768000,60
1659040275.630146000,1002
1659040275.672523000,54
1659040275.701452000,872
1659040275.702516000,60
1659040275.729857000,1413
1659040275.778495000,827
1659040275.822499000,54
1659040276.000909000,60
1659040276.019241000,66
1659040276.201427000,1197
1659040276.201614000,1187
1659040276.311451000,946
1659040276.363371000,54
1659040276.472497000,60
1659040276.519515000,60
1659040276.658028000,1312
1659040276.709055000,54
1659040276.831289000,88
1659040276.855981000,88
1659040276.902161000,1434
1659040276.902161000,241
1659040276.902251000,54
1659040276.916455000,1733
1659040277.035729000,66
1659040277.037772000,66
1659040277.037874000,54
1659040277.038077000,54
1659040277.040021000,60
1659040277.040105000,54
1659040277.188767000,60
1659040277.583437000,1434
1659040277.583437000,526
1659040277.583509000,54
1659040277.598924000,1187
1659040277.871942000,60
1659040278.216375000,1434
1659040278.216375000,447
1659040278.216448000,54
1659040278.416739000,1473
1659040278.416929000,2394
1659040278.687934000,60
1659040278.688146000,60
1659040278.735636000,60
1659040278.735636000,60
1659040278.871693000,1434
1659040278.871693000,462
1659040278.871782000,54
1659040279.038097000,66
1659040279.039959000,66
1659040279.040012000,54
1659040279.040183000,54
1659040279.042077000,60
1659040279.042108000,54
1659040279.173750000,1434
1659040279.173750000,280
1659040279.173825000,54
1659040279.482741000,1733
1659040279.482918000,1770
1659040279.483062000,1842
1659040279.590340000,1416
1659040279.591585000,1349
1659040279.592323000,1632
1659040279.644933000,2031
1659040279.761866000,60
1659040279.801775000,60
1659040279.801775000,60
1659040279.801775000,60
1659040279.801775000,60
1659040279.804320000,1434
1659040279.804320000,206
1659040279.804395000,54
1659040279.807581000,1036
1659040279.864569000,60
1659040279.898051000,1401
1659040279.910751000,60
1659040279.911713000,60
1659040279.947266000,54
1659040279.957717000,1301
1659040279.965028000,60
1659040279.965028000,60
1659040280.007406000,54
1659040280.125689000,60
1659040280.138833000,1225
1659040280.178873000,1320
1659040280.179271000,978
1659040280.182420000,1341
1659040280.196305000,942
1659040280.196350000,54
1659040280.248758000,2320
1659040280.249526000,2289
1659040280.272383000,635
1659040280.284119000,1968
1659040280.369845000,199
1659040280.370046000,6680
1659040280.451615000,60
1659040280.488035000,1367
1659040280.498778000,60
1659040280.500847000,1434
1659040280.500847000,559
1659040280.500908000,54
1659040280.522869000,60
1659040280.523127000,60
1659040280.523127000,60
1659040280.534291000,54
1659040280.540054000,774
1659040280.564621000,1753
1659040280.566745000,60
1659040280.567811000,60
1659040280.595329000,54
1659040280.601932000,60
1659040280.640778000,2768
1659040280.706476000,1434
1659040280.706476000,93
1659040280.706564000,54
1659040280.755935000,1434
1659040280.755935000,1434
1659040280.756013000,54
1659040280.756112000,951
1659040280.771973000,827
1659040280.777680000,1628
1659040280.883428000,60
1659040280.912372000,60
1659040280.912372000,60
1659040280.914463000,1434
1659040280.914463000,1434
1659040280.914528000,54
1659040280.914720000,656
1659040280.921780000,1341
1659040280.921816000,54
1659040280.950891000,1434
1659040280.950891000,1255
1659040280.950959000,54
1659040281.028936000,1434
1659040281.028936000,1434
1659040281.029016000,54
1659040281.041444000,66
1659040281.043861000,66
1659040281.043914000,54
1659040281.049841000,1434
1659040281.049841000,169
1659040281.049893000,54
1659040281.061247000,54
1659040281.063645000,60
1659040281.063683000,54
1659040281.097520000,60
1659040281.214734000,1434
1659040281.214734000,1434
1659040281.214820000,54
1659040281.229058000,309
1659040281.274284000,54
1659040281.293851000,1434
1659040281.293851000,353
1659040281.293923000,54
1659040281.407099000,1434
1659040281.407099000,1255
1659040281.407165000,54
1659040281.481320000,1341
1659040281.512121000,1413
1659040281.512314000,684
1659040281.512439000,2864
1659040281.514739000,1434
1659040281.514739000,1434
1659040281.514811000,54
1659040281.535414000,60
1659040281.590566000,54
1659040281.783240000,60
1659040281.801000000,1225
1659040281.803942000,684
1659040281.835026000,60
1659040281.847331000,88
1659040281.882558000,88
1659040281.899435000,1434
1659040281.899435000,417
1659040281.899521000,54
1659040282.028921000,1434
1659040282.028921000,382
1659040282.029008000,54
1659040282.164704000,60
1659040282.203494000,1434
1659040282.203494000,462
1659040282.203580000,54
1659040282.247903000,940
1659040282.263620000,684
1659040282.263847000,1166
1659040282.535101000,60
1659040282.559755000,1413
1659040282.559969000,1413
1659040282.560356000,2630
1659040282.582247000,60
1659040282.671634000,1434
1659040282.671634000,399
1659040282.671709000,54
1659040282.696105000,940
1659040282.696339000,1805
1659040282.830676000,60
1659040282.877884000,60
1659040282.877884000,60
1659040282.878627000,60
1659040282.879318000,1434
1659040282.879318000,241
1659040282.879384000,54
1659040283.015437000,60
1659040283.015437000,60
1659040283.037678000,66
1659040283.039690000,66
1659040283.039743000,54
1659040283.039913000,54
1659040283.043342000,60
1659040283.043375000,54
1659040283.065990000,1434
1659040283.065990000,382
1659040283.066059000,54
1659040283.125926000,2202
1659040283.126117000,1692
1659040283.182821000,1434
1659040283.182821000,645
1659040283.182886000,54
1659040283.254802000,1289
1659040283.308957000,54
1659040283.352190000,74
1659040283.362356000,75
1659040283.397142000,60
1659040283.444492000,60
1659040283.445006000,1434
1659040283.445006000,191
1659040283.445121000,54
1659040283.448018000,841
1659040283.765677000,60
1659040283.827720000,1434
1659040283.827720000,191
1659040283.827814000,54
1659040283.900131000,1367
1659040283.954039000,54
1659040283.958008000,1993
1659040284.139634000,1413
1659040284.184323000,54
1659040284.261256000,3027
1659040284.275945000,60
1659040284.337863000,1434
1659040284.337863000,312
1659040284.337938000,54
1659040284.400302000,844
1659040284.534443000,60
1659040284.534443000,60
1659040284.671053000,60
1659040284.971703000,1434
1659040284.971703000,353
1659040284.971801000,54
1659040284.978204000,1660
1659040285.038610000,66
1659040285.044232000,66
1659040285.044349000,54
1659040285.044518000,54
1659040285.046887000,60
1659040285.046926000,54
1659040285.161025000,62
1659040285.191865000,74
1659040285.249554000,60
1659040285.534283000,1434
1659040285.534283000,1434
1659040285.534356000,54
1659040285.538983000,1434
1659040285.538983000,1434
1659040285.539026000,54
1659040285.548062000,1434
1659040285.548062000,1434
1659040285.548115000,54
1659040285.556355000,1434
1659040285.556355000,1434
1659040285.556396000,54
1659040285.565509000,1434
1659040285.565509000,1434
1659040285.565558000,54
1659040285.574882000,1434
1659040285.574882000,1434
1659040285.574939000,54
1659040285.583429000,1335
1659040285.626021000,54
1659040285.642083000,1434
1659040285.642083000,1434
1659040285.642161000,54
1659040285.679543000,309
1659040285.731319000,54
1659040285.851609000,996
1659040285.896377000,54
1659040286.094503000,946
1659040286.097438000,740
1659040286.369228000,60
1659040286.992644000,1367
1659040286.996662000,815
1659040287.034777000,66
1659040287.035118000,88
1659040287.037318000,54
1659040287.037512000,54
1659040287.038369000,66
1659040287.038423000,54
1659040287.064119000,88
1659040287.110532000,54
1659040287.112458000,60
1659040287.112498000,54
1659040288.764086000,55
1659040288.767333000,66
1659040289.037085000,66
1659040289.038686000,66
1659040289.038736000,54
1659040289.046980000,54
1659040289.048757000,60
1659040289.048792000,54
1659040289.486245000,100
1659040289.486614000,100
1659040289.487645000,85
1659040289.676909000,60
1659040289.678020000,85
1659040289.678058000,54
1659040289.678120000,60
1659040291.020472000,1733
1659040291.035950000,66
1659040291.039147000,66
1659040291.039205000,54
1659040291.044630000,54
1659040291.047805000,60
1659040291.047838000,54
1659040291.060581000,178
1659040291.291630000,60
1659040291.312251000,178
1659040291.435804000,94
1659040292.071343000,88
1659040292.106781000,88
1659040293.035650000,66
1659040293.038111000,66
1659040293.038186000,54
1659040293.070102000,54
1659040293.072422000,60
1659040293.072481000,54
1659040293.351847000,74
1659040293.366536000,75
1659040293.470875000,940
1659040293.790998000,60
1659040295.037338000,66
1659040295.039267000,66
1659040295.039317000,54
1659040295.039506000,54
1659040295.041493000,60
1659040295.041522000,54
1659040295.193150000,62
1659040295.224481000,74
1659040297.040342000,66
1659040297.043874000,66
1659040297.043945000,54
1659040297.045904000,54
1659040297.049610000,60
1659040297.049641000,54
1659040297.128270000,88
1659040297.154218000,88
1659040297.762272000,754
1659040297.864966000,2025
1659040298.033959000,60
1659040298.184503000,60
1659040298.184503000,60
1659040299.037294000,66
1659040299.040650000,66
1659040299.040703000,54
1659040299.040873000,54
1659040299.044249000,60
1659040299.044281000,54
1659040299.159179000,1434
1659040299.159179000,213
1659040299.159250000,54
1659040300.657722000,190
1659040300.668444000,190
1659040301.038558000,66
1659040301.041049000,66
1659040301.041102000,54
1659040301.079754000,54
1659040301.082923000,60
1659040301.082970000,54
1659040301.846389000,1197
1659040302.166211000,60
1659040302.241930000,88
1659040302.269595000,88
1659040302.700647000,1434
1659040302.700647000,308
1659040302.700747000,54
1659040303.036269000,66
1659040303.040326000,66
1659040303.040380000,54
1659040303.048433000,54
1659040303.052584000,60
1659040303.052629000,54
1659040303.081034000,946
1659040303.096941000,1002
1659040303.353118000,74
1659040303.355604000,60
1659040303.365397000,75
1659040303.368937000,60
1659040303.567656000,1051
1659040303.705715000,54
1659040303.801254000,55
1659040303.859342000,66
1659040304.397225000,1434
1659040304.397225000,645
1659040304.397297000,54
1659040304.613885000,1434
1659040304.613885000,1388
1659040304.613973000,54
1659040305.035240000,66
1659040305.038919000,66
1659040305.038965000,54
1659040305.078199000,54
1659040305.082294000,60
1659040305.082342000,54
1659040305.236779000,62
1659040305.267678000,74
1659040306.432724000,1977
1659040306.751458000,60
1659040306.751458000,60
1659040307.035345000,217
1659040307.040739000,66
1659040307.042996000,66
1659040307.043042000,54
1659040307.043753000,54
1659040307.046057000,60
1659040307.046089000,54
1659040307.280860000,88
1659040307.308316000,88
1659040307.362770000,1434
1659040307.362770000,704
1659040307.362855000,54
1659040308.046485000,217
1659040309.039512000,66
1659040309.042521000,66
1659040309.042575000,54
1659040309.052509000,54
1659040309.053844000,217
1659040309.055825000,60
1659040309.055858000,54
1659040310.063172000,217
1659040311.037387000,66
1659040311.040345000,66
1659040311.040402000,54
1659040311.074266000,54
1659040311.077707000,60
1659040311.077746000,54
1659040311.274497000,1724
1659040311.333076000,1051
1659040311.593571000,60
1659040311.593571000,60
1659040311.606253000,60
1659040312.200850000,1226
1659040312.242872000,54
1659040312.364770000,88
1659040312.381317000,88
1659040313.035309000,66
1659040313.039237000,66
1659040313.039298000,54
1659040313.066273000,54
1659040313.070512000,60
1659040313.070551000,54
1659040313.245802000,1349
1659040313.353820000,74
1659040313.364248000,75
1659040313.563574000,60
1659040315.038934000,66
1659040315.040835000,66
1659040315.040897000,54
1659040315.041125000,54
1659040315.043104000,60
1659040315.043141000,54
1659040315.304377000,62
1659040315.335294000,74
1659040316.778543000,1147
1659040317.037823000,66
1659040317.039870000,66
1659040317.039945000,54
1659040317.048782000,54
1659040317.049664000,60
1659040317.050460000,60
1659040317.050490000,54
1659040317.374444000,88
1659040317.411538000,88
1659040318.887450000,1416
1659040318.937345000,54
1659040319.036405000,66
1659040319.038444000,66
1659040319.038494000,54
1659040319.047040000,54
1659040319.049204000,60
1659040319.049238000,54
1659040319.064303000,827
1659040319.118225000,54
1659040319.290922000,1413
1659040319.609569000,60
1659040321.038973000,66
1659040321.041189000,66
1659040321.041254000,54
1659040321.122825000,54
1659040321.125405000,60
1659040321.125405000,60
1659040321.125454000,54
1659040322.384007000,88
1659040322.410425000,88
1659040323.039366000,66
1659040323.041744000,66
1659040323.041795000,54
1659040323.065495000,54
1659040323.067928000,60
1659040323.067974000,54
1659040323.353507000,74
1659040323.363636000,75
1659040323.391527000,93
1659040323.424502000,94
1659040324.661140000,172
1659040324.666834000,186
1659040324.666950000,2502
1659040324.813252000,60
1659040324.813538000,60
1659040324.813538000,60
1659040325.034806000,66
1659040325.036648000,66
1659040325.036707000,54
1659040325.036872000,54
1659040325.039120000,60
1659040325.039154000,54
1659040325.254616000,1599
1659040325.337278000,62
1659040325.368882000,74
1659040325.527482000,60
1659040327.037193000,66
1659040327.039361000,66
1659040327.039422000,54
1659040327.070116000,54
1659040327.072221000,60
1659040327.072262000,54
1659040327.451230000,88
1659040327.482974000,88
1659040328.123365000,1226
1659040328.173762000,54
1659040328.179981000,1289
1659040328.417966000,996
1659040328.499520000,60
1659040328.688996000,60
1659040329.038207000,66
1659040329.041301000,66
1659040329.041352000,54
1659040329.062601000,54
1659040329.065998000,60
1659040329.066042000,54
1659040330.460776000,85
1659040330.478630000,88
1659040330.949241000,1301
1659040331.001834000,54
1659040331.037955000,66
1659040331.040017000,66
1659040331.040076000,54
1659040331.040240000,54
1659040331.042300000,60
1659040331.042330000,54
1659040331.501437000,190
1659040331.506743000,190
1659040331.527748000,155
1659040331.574315000,155
1659040331.575004000,160
1659040331.620357000,160
1659040331.657365000,124
1659040331.682063000,127
1659040332.476661000,2029
1659040332.795836000,60
1659040332.795836000,60
1659040332.908671000,88
1659040332.947668000,88
1659040333.036129000,66
1659040333.038534000,66
1659040333.038588000,54
1659040333.051682000,54
1659040333.054199000,60
1659040333.054245000,54
1659040333.354779000,74
1659040333.364039000,75
1659040333.767492000,55
1659040333.770047000,66
1659040333.831402000,827
1659040333.872860000,54
1659040334.492934000,1899
1659040334.811069000,60
1659040334.811069000,60
1659040335.036045000,66
1659040335.038742000,66
1659040335.038802000,54
1659040335.038992000,54
1659040335.041600000,60
1659040335.041631000,54
1659040335.370114000,62
1659040335.401024000,74
1659040335.522686000,1367
1659040335.579962000,54
1659040336.987220000,87
1659040337.023212000,89
1659040337.036598000,66
1659040337.039156000,66
1659040337.039224000,54
1659040337.060649000,88
1659040337.061443000,54
1659040337.064066000,60
1659040337.064108000,54
1659040337.086232000,89
1659040337.097708000,88
1659040337.107570000,89
1659040337.108479000,86
1659040337.119087000,88
1659040337.119446000,87
1659040337.128539000,88
1659040337.938397000,88
1659040337.964877000,88
1659040338.374449000,197
1659040338.374615000,5194
1659040338.525854000,60
1659040338.526111000,60
1659040338.544681000,774
1659040338.598333000,54
1659040338.964706000,1434
1659040338.964706000,464
1659040338.964732000,86
1659040338.964786000,54
1659040338.990199000,88
1659040338.990600000,87
1659040339.000658000,88
1659040339.001583000,93
1659040339.014447000,113
1659040339.015034000,93
1659040339.023495000,115
1659040339.035065000,66
1659040339.038745000,66
1659040339.038800000,54
1659040339.038981000,54
1659040339.042834000,60
1659040339.042865000,54
1659040339.606181000,1197
1659040339.920651000,1197
1659040339.925070000,60
1659040340.081481000,93
1659040340.097043000,94
1659040340.238709000,66
1659040341.034877000,66
1659040341.036868000,66
1659040341.036934000,54
1659040341.101781000,54
1659040341.103835000,60
1659040341.103878000,54
1659040341.110927000,93
1659040341.144431000,94
1659040341.145112000,93
1659040341.160140000,108
1659040341.200979000,94
1659040341.209742000,94
1659040341.536806000,1381
1659040341.857078000,60
1659040341.961369000,1367
1659040342.016315000,54
1659040342.155319000,1434
1659040342.155319000,588
1659040342.155412000,54
1659040342.237582000,88
1659040342.259159000,88
1659040343.036984000,66
1659040343.038867000,66
1659040343.038916000,54
1659040343.109628000,54
1659040343.111515000,60
1659040343.111564000,54
1659040343.356435000,74
1659040343.368998000,75
1659040345.036337000,66
1659040345.038727000,66
1659040345.038778000,54
1659040345.038955000,54
1659040345.041335000,60
1659040345.041335000,60
1659040345.041371000,54
1659040345.407826000,62
1659040345.438669000,74
1659040347.037809000,66
1659040347.041742000,66
1659040347.041798000,54
1659040347.096393000,54
1659040347.100848000,60
1659040347.100889000,54
1659040347.257165000,88
1659040347.287674000,88
1659040348.741834000,1289
1659040348.788070000,54
1659040348.863926000,55
1659040348.921092000,66
1659040349.035793000,66
1659040349.038602000,66
1659040349.038670000,54
1659040349.038881000,54
1659040349.041793000,60
1659040349.041831000,54
1659040351.034687000,66
1659040351.036763000,66
1659040351.036821000,54
1659040351.052960000,1045
1659040351.068687000,54
1659040351.070895000,60
1659040351.070936000,54
1659040351.225868000,1434
1659040351.225868000,447
1659040351.225940000,54
1659040351.326006000,60
1659040351.441196000,178
1659040351.692160000,178
1659040351.815490000,94
1659040352.307015000,88
1659040352.336166000,88
1659040353.035120000,66
1659040353.039106000,66
1659040353.039161000,54
1659040353.039330000,54
1659040353.043396000,60
1659040353.043427000,54
1659040353.356226000,74
1659040353.366085000,75
1659040355.036675000,66
1659040355.040692000,66
1659040355.040753000,54
1659040355.042476000,54
1659040355.044521000,60
1659040355.044560000,54
1659040355.439399000,62
1659040355.471869000,74
1659040355.760188000,95
1659040355.832496000,111
1659040355.839391000,1292
1659040355.840751000,122
1659040355.899478000,1292
1659040355.908373000,1292
1659040355.908373000,670
1659040355.908373000,68
1659040355.913572000,1292
1659040355.914175000,115
1659040355.916228000,75
1659040355.919128000,397
1659040355.930088000,1434
1659040355.930088000,447
1659040355.930170000,54
1659040355.931301000,812
1659040355.948138000,134
1659040355.953280000,71
1659040355.956892000,75
1659040355.995342000,1434
1659040355.995342000,253
1659040355.995417000,54
1659040356.035233000,713
1659040356.035908000,119
1659040356.038271000,78
1659040356.090019000,75
1659040356.095770000,67
1659040356.112250000,67
1659040356.115526000,76
1659040356.202340000,60
1659040356.943599000,2084
1659040357.040378000,66
1659040357.042617000,66
1659040357.042669000,54
1659040357.043002000,54
1659040357.045170000,60
1659040357.045202000,54
1659040357.263841000,60
1659040357.263841000,60
1659040357.288993000,1434
1659040357.288993000,308
1659040357.289069000,54
1659040357.356919000,1026
1659040357.376398000,88
1659040357.421119000,88
1659040357.544127000,1413
1659040357.676246000,60
1659040357.736328000,1434
1659040357.736328000,373
1659040357.736421000,54
1659040357.740074000,1753
1659040357.815076000,60
1659040358.059827000,60
1659040358.059827000,60
1659040358.227333000,1434
1659040358.227333000,153
1659040358.227423000,54
1659040358.957257000,1434
1659040358.957257000,280
1659040358.957347000,54
1659040359.035374000,66
1659040359.037317000,66
1659040359.037376000,54
1659040359.093937000,54
1659040359.095903000,60
1659040359.095903000,60
1659040359.095951000,54
1659040361.036852000,66
1659040361.039641000,66
1659040361.039696000,54
1659040361.067857000,54
1659040361.070546000,60
1659040361.070546000,60
1659040361.070609000,54
1659040361.580350000,635
1659040361.900218000,60
1659040362.134835000,190
1659040362.140746000,190
1659040362.180705000,1434
1659040362.180705000,344
1659040362.180770000,54
1659040362.545628000,88
1659040362.576796000,88
1659040363.036516000,66
1659040363.039843000,66
1659040363.039894000,54
1659040363.068514000,54
1659040363.072003000,60
1659040363.072049000,54
1659040363.356564000,74
1659040363.367241000,75
1659040365.039371000,66
1659040365.043241000,66
1659040365.043297000,54
1659040365.046568000,54
1659040365.050670000,60
1659040365.050670000,60
1659040365.050706000,54
